Taxonomic groups,Genus,Species,European IUCN Red List Version 2021-3,Regional IUCN Red List Version 2005,Regional Red List of vascular plants 2022,Latitude,Longitude,Source,Resolution
Flora (vascular plants),Aegilops,Aegilops geniculata,Least Concern (LC),,Not Evaluated (NE),41.88985391513247,-6.62077716160491,Floradata,1 Km
Flora (vascular plants),Aegilops,Aegilops neglecta,Not Evaluated (NE),,Not Evaluated (NE),41.8960598896,-6.83616131527,SP Botânica,GPS
Flora (vascular plants),Aegilops,Aegilops neglecta,Not Evaluated (NE),,Not Evaluated (NE),41.7555212106,-6.56425386468,SP Botânica,GPS
Flora (vascular plants),Aegilops,Aegilops triuncialis,Least Concern (LC),,Not Evaluated (NE),41.7994,-6.8842,GBIF,GPS
Flora (vascular plants),Aegilops,Aegilops triuncialis,Least Concern (LC),,Not Evaluated (NE),41.8936885101,-6.8368113041,INaturalist,GPS
Flora (vascular plants),Aegilops,Aegilops triuncialis,Least Concern (LC),,Not Evaluated (NE),41.893689,-6.836811,GBIF,GPS
Flora (vascular plants),Aegilops,Aegilops triuncialis,Least Concern (LC),,Not Evaluated (NE),41.743778,-6.837353,GBIF,GPS
Flora (vascular plants),Aegilops,Aegilops triuncialis,Least Concern (LC),,Not Evaluated (NE),41.87681740712818,-6.874318069334779,Floradata,1 Km
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8587870373,-6.984518658,INaturalist,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.92491,-6.607514,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.93887,-6.765132,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.928333,-6.990278,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.819496,-6.819549,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.911285,-6.57903,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.929443,-6.728889,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.85924,-6.986563,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.894165,-7.058333,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.852665,-6.72229,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.777138,-6.936312,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.915234,-6.555433,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.891758,-7.000715,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.763607,-6.907825,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.852097,-6.721893,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.965,-6.9594,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.93651,-6.755176,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.980618,-6.794811,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.818333,-6.601667,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.898205,-6.729478,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.87654,-6.743833,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.841026,-6.721291,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.72296,-6.822444,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.724453,-6.921428,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.88937,-6.804013,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.75007,-6.879351,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.859737,-6.986492,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.96734,-6.792418,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.937695,-7.179872,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.85357,-7.014132,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.640656,-6.873218,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.958443,-7.115952,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.938553,-6.616387,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.889576,-6.823445,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.766693,-6.563641,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.961334,-6.771678,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.74434,-6.569705,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.801857,-6.573365,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8058,-6.549808,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.851215,-7.001724,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.773033,-6.899223,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.73652,-6.850891,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.843918,-6.946482,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.896126,-6.774139,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.89219,-6.996411,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.951847,-6.973663,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.820625,-6.671034,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.906654,-6.75391,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.90215,-7.03567,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.87688,-7.211812,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.94254,-6.591776,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.911346,-6.567292,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.898277,-6.842036,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9067,-7.146195,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.889153,-7.14115,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.83243,-7.149578,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.862785,-7.002668,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.863617,-7.017088,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.922626,-6.730402,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.879505,-6.767708,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.86089,-6.984755,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.93456,-6.659614,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.913013,-6.6783,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.89941,-6.649805,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.92095,-6.631112,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.891464,-6.696974,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.891945,-7.018316,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.90544,-7.046896,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.852787,-7.031861,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.728218,-6.858237,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.952705,-6.986181,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.84592,-6.857027,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.95675,-6.962589,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.84491,-6.535962,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.941113,-7.051111,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.932404,-7.104097,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.918926,-7.075489,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.94054,-7.056939,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.967495,-7.114181,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.836372,-6.804968,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.844368,-6.757851,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.87787,-6.668486,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.804173,-6.993329,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.77566,-6.837242,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.742016,-6.926385,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.858547,-6.564402,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.901066,-6.749061,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.812256,-6.946255,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.83385,-6.927685,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.95402,-7.085553,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.784275,-6.568501,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.87551,-6.791281,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.908115,-6.924032,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.866276,-7.060424,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.76763,-6.8843,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.823383,-6.554669,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.82117,-6.677351,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.85234,-6.710723,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.893707,-6.57415,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.889072,-6.819798,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.84083,-7.023,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.697372,-6.864527,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.66224,-6.854663,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.74586,-6.569867,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.80822,-6.969793,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.7731,-6.959838,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.85895,-6.986645,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.93717,-6.61672,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.935375,-6.71447,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.81444,-6.69872,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.903538,-6.564063,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.844727,-6.859868,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.946342,-6.958508,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.897263,-6.866133,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.855354,-7.012099,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8841,-6.7374,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.93389,-6.816738,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.93168,-6.851606,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.912926,-6.897483,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.91952,-6.912503,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.91188,-6.790152,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.916634,-6.849099,EOD - Bird (GBIF Dataset),GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8896,-6.82344,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.965,-6.9594,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9411,-7.05111,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9806,-6.79481,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.7282,-6.85824,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9365,-6.75518,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9021,-7.03567,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9339,-6.81674,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9317,-6.85161,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9129,-6.89748,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9195,-6.9125,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9119,-6.79015,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8779,-6.66849,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9011,-6.74906,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8123,-6.94626,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8339,-6.92768,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.7843,-6.5685,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8841,-6.7374,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9324,-7.1041,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8755,-6.79128,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.9081,-6.92403,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8663,-7.06042,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8042,-6.99333,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.8609,-6.98476,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.7676,-6.8843,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.7757,-6.83724,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.921,-6.63111,GBIF,GPS
Birds,Aegithalos,Aegithalos caudatus,Least Concern (LC),Least Concern (LC),,41.913,-6.6783,GBIF,GPS
